RowID	First_name	Last_name	Email	Age	AgeGroup	Gender	Date	Month	Cost	Quantity	Product	Category	Colour	OnSale	PurchasedVia	City	Stars	Happiness	Recommendation
6052	Francis	NA	NA	28	25-34	Non-binary	2025-08-20	August	45.36	1	Trousers	Bottoms	Brown	No	Website	Birmingham	5	5	NA
6053	Pamela	NA	NA	18	18-24	Genderfluid	2025-09-03	September	32.65	1	Joggers	Bottoms	Black	No	Website	Birmingham	2	3	Yes
6054	Graham	NA	NA	22	18-24	Female	2025-09-07	September	96.91	3	Jewellery	Accessories	White	Yes	In-store	Birmingham	5	3	NA
6055	Chloe	NA	NA	33	25-34	Male	2025-06-02	June	81.05	1	Trousers	Bottoms	Black	No	In-store	Cardiff	4	5	NA
6056	Melanie	NA	NA	28	25-34	Male	2025-02-11	February	78.24	1	Tshirt	Tops	Brown	No	Website	London	4	4	NA
6057	Terence	NA	NA	18	18-24	Male	2025-10-14	October	87.95	1	Jacket	Outerwear	Black	No	In-store	Bath	4	4	NA
6058	Kathryn	NA	NA	31	25-34	Male	2025-07-13	July	87.87	2	Boots	Footwear	Brown	No	Website	London	3	4	NA
6059	Amber	NA	NA	18	18-24	Female	2025-05-10	May	89.52	2	Sneakers	Footwear	Black	Yes	Website	Birmingham	5	4	NA
6060	Christopher	NA	NA	30	25-34	Female	2025-03-03	March	63.54	2	Shirt	Tops	Brown	No	In-store	Brighton	5	4	NA
6061	Joshua	NA	NA	29	25-34	Female	2025-02-07	February	50.84	1	Sneakers	Footwear	Grey	No	Website	London	4	3	Yes
6062	Samantha	NA	NA	24	18-24	Genderfluid	2025-09-14	September	78.37	1	Trousers	Bottoms	Brown	No	Website	London	5	3	NA
6063	Christian	NA	NA	33	25-34	Female	2025-07-18	July	54.57	1	Jewellery	Accessories	Brown	No	In-store	London	4	4	Yes
6064	Roy	NA	NA	19	18-24	Female	2025-11-23	November	20.14	1	Joggers	Bottoms	White	No	In-store	Bath	3	5	NA
6065	Tom	NA	NA	20	18-24	Female	2025-06-24	June	79.98	1	Shirt	Tops	Beige	Yes	In-store	Cardiff	5	3	Yes
6066	Guy	NA	NA	33	25-34	Non-binary	2025-03-05	March	90.93	1	Joggers	Bottoms	Red	No	App	Cardiff	4	4	Yes
6067	Luke	NA	NA	20	18-24	Female	2025-02-17	February	97.26	1	Shirt	Tops	Blue	No	In-store	Birmingham	3	4	Yes
6068	Jean	NA	NA	27	25-34	Female	2025-09-17	September	32.68	1	Tshirt	Tops	Pink	Yes	In-store	London	5	5	Yes
6069	Marion	NA	NA	20	18-24	Female	2025-06-16	June	68.22	2	Boots	Footwear	Black	No	Website	London	2	3	NA
6070	Raymond	NA	NA	35	35-44	Female	2025-07-30	July	73.38	1	Trainers	Footwear	Brown	No	Website	London	5	4	NA
6071	Zoe	NA	NA	46	45-54	Female	2025-09-01	September	78.84	1	Jewellery	Accessories	Brown	No	In-store	Liverpool	4	4	NA
6072	Judith	NA	NA	32	25-34	Male	2025-05-21	May	25.64	1	Boots	Footwear	Black	No	In-store	Nottingham	5	4	NA
6073	Guy	NA	NA	19	18-24	Male	2025-12-18	December	32.72	1	Jeans	Bottoms	Green	Yes	Website	London	3	5	NA
6074	Dawn	NA	NA	24	18-24	Female	2025-01-06	January	83.08	1	Joggers	Bottoms	Red	Yes	In-store	Liverpool	4	4	NA
6075	Christopher	NA	NA	36	35-44	Female	2025-09-08	September	64.6	1	Shirt	Tops	Blue	No	Website	London	4	3	NA
6076	Francesca	NA	NA	19	18-24	Female	2025-11-11	November	90.81	1	Hat	Accessories	Brown	No	In-store	Liverpool	2	3	NA
6077	Stephanie	NA	NA	21	18-24	Female	2025-10-26	October	58.22	1	Jeans	Bottoms	Black	No	In-store	Liverpool	4	4	Yes
6078	Jonathan	NA	NA	40	35-44	Female	2025-02-11	February	26.49	1	Trousers	Bottoms	Brown	No	In-store	London	2	5	NA
6079	Jay	NA	NA	24	18-24	Genderfluid	2025-08-29	August	21.57	1	Polo	Tops	Brown	No	In-store	Cardiff	4	4	NA
6080	Patrick	NA	NA	26	25-34	Female	2025-10-26	October	97.22	1	Trousers	Bottoms	Grey	No	Website	Nottingham	4	3	NA
6081	Bradley	NA	NA	29	25-34	Female	2025-01-03	January	30.22	1	Jacket	Outerwear	Grey	No	In-store	Bath	3	4	NA
6082	Helen	NA	NA	31	25-34	Male	2025-01-04	January	79.68	1	Joggers	Bottoms	Brown	No	In-store	Birmingham	4	5	NA
6083	Teresa	NA	NA	21	18-24	Female	2025-12-17	December	53.92	1	Jeans	Bottoms	Grey	Yes	In-store	London	4	5	NA
6084	Marcus	NA	NA	21	18-24	Male	2025-04-15	April	73.55	3	Boots	Footwear	Pink	No	Website	Cardiff	3	5	NA
6085	Hayley	NA	NA	28	25-34	Female	2025-10-05	October	23.89	4	Shirt	Tops	Black	No	In-store	Bath	5	2	Yes
6086	Dylan	NA	NA	24	18-24	Male	2025-02-22	February	66.39	1	Coat	Outerwear	Grey	Yes	Website	Bath	3	3	No
6087	Scott	NA	NA	34	25-34	Female	2025-07-04	July	34.71	2	Trousers	Bottoms	White	Yes	Website	Glasgow	5	3	NA
6088	Sylvia	NA	NA	36	35-44	Female	2025-11-01	November	53.66	2	Joggers	Bottoms	Black	No	In-store	Birmingham	4	3	Yes
6089	William	NA	NA	29	25-34	Female	2025-01-05	January	56.34	2	Jacket	Outerwear	Black	No	In-store	Brighton	4	5	NA
6090	Rosemary	NA	NA	34	25-34	Male	2025-07-14	July	76.49	1	Joggers	Bottoms	Brown	No	In-store	London	5	4	Yes
6091	Shane	NA	NA	36	35-44	Female	2025-02-23	February	30.51	1	Sneakers	Footwear	Blue	No	In-store	Brighton	4	4	NA
6092	Henry	NA	NA	30	25-34	Female	2025-04-24	April	92.46	1	Polo	Tops	Black	No	In-store	Cardiff	4	4	NA
6093	Brett	NA	NA	20	18-24	Female	2025-12-06	December	68.44	1	Joggers	Bottoms	White	No	Website	London	5	5	NA
6094	Charlie	NA	NA	34	25-34	Female	2025-09-18	September	91.51	1	Polo	Tops	Black	No	In-store	Cardiff	5	5	NA
6095	Leonard	NA	NA	33	25-34	Female	2025-02-26	February	37.29	1	Hat	Accessories	Brown	No	Website	London	5	4	NA
6096	Trevor	NA	NA	26	25-34	Non-binary	2025-02-28	February	61.67	1	Jacket	Outerwear	Black	No	Website	London	4	5	NA
6097	Lydia	NA	NA	19	18-24	Male	2025-06-12	June	77.82	2	Shirt	Tops	Grey	No	Website	London	3	4	Yes
6098	Reece	NA	NA	29	25-34	Female	2025-03-24	March	33.41	2	Trainers	Footwear	Grey	Yes	In-store	London	4	5	NA
6099	Josh	NA	NA	18	18-24	Female	2025-03-09	March	60.16	3	Sneakers	Footwear	Brown	No	In-store	Bath	3	2	Yes
6100	Justin	NA	NA	29	25-34	Female	2025-02-05	February	67.53	1	Polo	Tops	Blue	No	In-store	London	5	5	NA
6101	Dylan	NA	NA	18	18-24	Male	2025-12-12	December	50.08	1	Jewellery	Accessories	White	Yes	In-store	London	4	4	NA
6102	Gillian	NA	NA	18	18-24	Male	2025-06-08	June	51.87	1	Jeans	Bottoms	Black	No	Website	Liverpool	1	3	NA
6103	Darren	NA	NA	26	25-34	Female	2025-04-11	April	69.74	1	Shirt	Tops	Purple	No	In-store	London	3	2	Yes
6104	Jane	NA	NA	38	35-44	Female	2025-11-06	November	43.79	1	Joggers	Bottoms	Beige	No	App	London	3	4	NA
6105	Dawn	NA	NA	21	18-24	Male	2025-05-23	May	44.81	1	Sneakers	Footwear	Brown	No	In-store	London	4	5	NA
6106	Frank	NA	NA	26	25-34	Non-binary	2025-12-07	December	92.69	1	Jacket	Outerwear	Beige	Yes	In-store	Liverpool	3	3	Yes
6107	Tony	NA	NA	32	25-34	Female	2025-09-02	September	56.05	2	Shirt	Tops	Red	Yes	Website	Cardiff	4	3	Yes
6108	Georgina	NA	NA	26	25-34	Female	2025-08-04	August	79.86	2	Sneakers	Footwear	Pink	Yes	In-store	Bath	5	3	NA
6109	Hugh	NA	NA	28	25-34	Female	2025-05-07	May	31.37	1	Sneakers	Footwear	Black	No	In-store	Birmingham	4	2	NA
6110	Tracy	NA	NA	18	18-24	Male	2025-01-16	January	95.74	1	Hat	Accessories	Black	Yes	App	Birmingham	4	5	NA
6111	Richard	NA	NA	32	25-34	Genderfluid	2025-01-21	January	50.18	1	Sneakers	Footwear	Black	No	Website	Birmingham	3	4	Yes
6112	Francesca	NA	NA	28	25-34	Female	2025-04-05	April	98.31	1	Coat	Outerwear	Black	No	In-store	London	4	5	Yes
6113	Edward	NA	NA	29	25-34	Female	2025-07-08	July	70.98	1	Jewellery	Accessories	Beige	No	In-store	Glasgow	3	3	Yes
6114	Marilyn	NA	NA	42	35-44	Female	2025-10-30	October	52.58	1	Jacket	Outerwear	Brown	No	In-store	Birmingham	4	3	NA
6115	Clare	NA	NA	35	35-44	Female	2025-03-22	March	77.65	1	Sneakers	Footwear	Grey	No	In-store	Liverpool	4	4	NA
6116	Pamela	NA	NA	24	18-24	Female	2025-05-21	May	76.63	2	Jacket	Outerwear	White	No	In-store	Liverpool	5	5	NA
6117	Maurice	NA	NA	26	25-34	Non-binary	2025-07-14	July	35.38	1	Trousers	Bottoms	Brown	No	In-store	London	4	4	Yes
6118	Tony	NA	NA	18	18-24	Female	2025-06-28	June	68.46	1	Shirt	Tops	Brown	Yes	Website	Birmingham	5	4	NA
6119	Georgia	NA	NA	30	25-34	Female	2025-11-18	November	29.14	2	Joggers	Bottoms	Grey	Yes	Website	London	4	4	NA
6120	Harriet	NA	NA	34	25-34	Female	2025-12-24	December	39.34	3	Boots	Footwear	Black	No	In-store	Bath	4	5	NA
6121	Toby	NA	NA	18	18-24	Female	2025-12-01	December	42.92	1	Hat	Accessories	White	No	Website	Cardiff	5	5	NA
6122	Susan	NA	NA	36	35-44	Female	2025-09-29	September	95.99	1	Jewellery	Accessories	Blue	No	In-store	Bath	4	5	Yes
6123	Samantha	NA	NA	36	35-44	Female	2025-10-21	October	60.5	1	Coat	Outerwear	Orange	No	In-store	Nottingham	4	5	Yes
6124	Julie	NA	NA	30	25-34	Genderfluid	2025-10-05	October	71.33	1	Polo	Tops	Brown	No	In-store	Brighton	5	3	Yes
6125	Bryan	NA	NA	18	18-24	Male	2025-09-17	September	84.52	1	Shirt	Tops	Brown	No	Website	Bath	5	3	NA
6126	Carol	NA	NA	32	25-34	Male	2025-02-27	February	39.28	1	Jacket	Outerwear	Black	No	Website	Brighton	3	4	NA
6127	Rachael	NA	NA	19	18-24	Female	2025-03-24	March	22.72	1	Shirt	Tops	Blue	Yes	In-store	Bath	2	3	Yes
6128	Elizabeth	NA	NA	20	18-24	Female	2025-12-29	December	33.23	1	Boots	Footwear	White	No	Website	London	2	4	No
6129	Leigh	NA	NA	38	35-44	Female	2025-09-07	September	43.93	1	Tshirt	Tops	Brown	No	In-store	Cardiff	4	4	Yes
6130	Graham	NA	NA	43	35-44	Male	2025-08-29	August	80.45	1	Coat	Outerwear	Brown	No	In-store	London	5	3	NA
6131	Colin	NA	NA	18	18-24	Female	2025-04-10	April	94.16	1	Joggers	Bottoms	Brown	Yes	App	Liverpool	2	3	Yes
6132	Pauline	NA	NA	48	45-54	Female	2025-02-03	February	25.33	2	Boots	Footwear	Blue	No	In-store	Liverpool	4	4	NA
6133	Katherine	NA	NA	33	25-34	Female	2025-11-26	November	91.65	1	Coat	Outerwear	Black	No	In-store	Nottingham	4	5	NA
6134	Jean	NA	NA	18	18-24	Female	2025-10-03	October	70.15	1	Tshirt	Tops	Beige	No	In-store	London	4	3	NA
6135	Mohammad	NA	NA	25	25-34	Female	2025-11-10	November	41.99	1	Jewellery	Accessories	Brown	Yes	Website	London	4	3	Yes
6136	Philip	NA	NA	19	18-24	Female	2025-06-24	June	91.58	1	Boots	Footwear	Grey	No	In-store	Bath	3	5	NA
6137	Anthony	NA	NA	43	35-44	Female	2025-06-03	June	37.38	1	Polo	Tops	Beige	No	In-store	Brighton	5	4	Yes
6138	Matthew	NA	NA	22	18-24	Female	2025-09-23	September	91.85	2	Boots	Footwear	Black	Yes	In-store	London	5	4	NA
6139	Frances	NA	NA	27	25-34	Female	2025-09-30	September	36.28	1	Shirt	Tops	Beige	No	Website	Liverpool	5	4	NA
6140	Max	NA	NA	39	35-44	Female	2025-02-21	February	85.07	1	Jacket	Outerwear	Red	No	In-store	Bath	5	4	NA
6141	Joan	NA	NA	38	35-44	Male	2025-06-03	June	90.1	1	Sneakers	Footwear	Brown	No	In-store	Glasgow	4	4	No
6142	Catherine	NA	NA	27	25-34	Female	2025-08-11	August	94.92	1	Trainers	Footwear	Green	No	In-store	Birmingham	3	5	NA
6143	Christian	NA	NA	41	35-44	Female	2025-04-22	April	55.5	1	Sneakers	Footwear	Brown	Yes	Website	Cardiff	2	3	No
6144	Graeme	NA	NA	18	18-24	Female	2025-05-27	May	59.8	2	Tshirt	Tops	Green	No	In-store	London	4	2	NA
6145	Donna	NA	NA	21	18-24	Genderfluid	2025-08-02	August	56.12	1	Boots	Footwear	Black	Yes	In-store	Brighton	5	5	No
6146	Jacqueline	NA	NA	26	25-34	Female	2025-08-18	August	35.15	1	Jeans	Bottoms	Beige	No	Website	London	5	4	Yes
6147	Anthony	NA	NA	33	25-34	Female	2025-12-13	December	84.15	1	Polo	Tops	Grey	No	In-store	Liverpool	4	3	Yes
6148	Andrea	NA	NA	21	18-24	Male	2025-07-07	July	76.88	1	Jewellery	Accessories	Blue	Yes	In-store	Brighton	5	5	Yes
6149	Stephen	NA	NA	37	35-44	Female	2025-04-30	April	71.62	1	Jewellery	Accessories	Black	No	App	London	5	5	NA
6150	Julian	NA	NA	30	25-34	Female	2025-04-07	April	59.61	1	Joggers	Bottoms	White	No	In-store	London	5	5	Yes
6151	Clare	NA	NA	18	18-24	Male	2025-10-24	October	31.52	1	Shirt	Tops	Beige	No	In-store	Liverpool	2	5	Yes
6152	Josephine	NA	NA	43	35-44	Female	2025-10-09	October	85.63	1	Tshirt	Tops	Brown	No	Website	London	5	3	No
6153	Carole	NA	NA	31	25-34	Female	2025-04-07	April	84.7	1	Shirt	Tops	Grey	No	Website	London	4	5	NA
6154	Alexandra	NA	NA	37	35-44	Other	2025-04-24	April	32.91	1	Boots	Footwear	Brown	No	In-store	London	5	4	NA
6155	Steven	NA	NA	36	35-44	Male	2025-06-19	June	24.11	1	Jacket	Outerwear	Black	No	Website	Glasgow	4	5	Yes
6156	Samantha	NA	NA	24	18-24	Female	2025-01-09	January	99.46	2	Jacket	Outerwear	Purple	No	In-store	Bath	4	3	NA
6157	Owen	NA	NA	24	18-24	Female	2025-09-25	September	83.71	1	Coat	Outerwear	Purple	No	In-store	Bath	4	5	NA
6158	Albert	NA	NA	31	25-34	Female	2025-04-23	April	97.68	1	Joggers	Bottoms	Black	No	Website	Nottingham	4	3	NA
6159	Kayleigh	NA	NA	25	25-34	Male	2025-07-20	July	91.52	1	Boots	Footwear	Black	Yes	In-store	Cardiff	5	4	Yes
6160	Elliott	NA	NA	20	18-24	Female	2025-01-04	January	65.26	2	Jewellery	Accessories	Orange	No	App	Cardiff	4	3	NA
6161	Allan	NA	NA	26	25-34	Male	2025-06-01	June	59.32	1	Jewellery	Accessories	Red	No	In-store	Bath	4	4	NA
6162	Jenna	NA	NA	23	18-24	Female	2025-05-28	May	79.79	1	Joggers	Bottoms	Blue	No	In-store	Birmingham	4	3	Yes
6163	Leonard	NA	NA	33	25-34	Other	2025-02-02	February	91.61	1	Boots	Footwear	Brown	No	App	Liverpool	5	4	NA
6164	Jordan	NA	NA	39	35-44	Female	2025-04-23	April	77.62	1	Joggers	Bottoms	Black	No	Website	Brighton	5	4	No
6165	Adrian	NA	NA	18	18-24	Female	2025-08-31	August	81.38	1	Jeans	Bottoms	Black	Yes	Website	London	4	2	Yes
6166	Toby	NA	NA	22	18-24	Male	2025-03-04	March	77.63	1	Shirt	Tops	Red	No	In-store	London	4	5	Yes
6167	Joel	NA	NA	25	25-34	Female	2025-10-28	October	24.91	4	Sneakers	Footwear	Brown	Yes	In-store	Brighton	5	5	NA
6168	Jessica	NA	NA	28	25-34	Male	2025-01-10	January	95.44	1	Coat	Outerwear	Black	No	Website	Liverpool	4	3	NA
6169	Gillian	NA	NA	42	35-44	Female	2025-10-09	October	84.4	2	Coat	Outerwear	Grey	Yes	In-store	Bath	3	5	NA
6170	Mohamed	NA	NA	18	18-24	Female	2025-07-19	July	56.15	1	Hat	Accessories	White	No	Website	London	3	4	Yes
6171	Philip	NA	NA	31	25-34	Female	2025-04-24	April	73.01	1	Tshirt	Tops	Green	No	App	Birmingham	4	5	Yes
6172	Janice	NA	NA	56	55-64	Male	2025-12-05	December	65.4	1	Coat	Outerwear	White	No	In-store	Cardiff	3	4	Yes
6173	Shirley	NA	NA	23	18-24	Female	2025-10-08	October	24.98	1	Hat	Accessories	White	No	App	Liverpool	4	3	Yes
6174	Harry	NA	NA	22	18-24	Female	2025-09-30	September	60.37	1	Jacket	Outerwear	Black	No	In-store	London	4	5	NA
6175	Sarah	NA	NA	24	18-24	Female	2025-04-24	April	88.08	1	Trousers	Bottoms	Brown	No	App	London	4	3	NA
6176	Zoe	NA	NA	29	25-34	Male	2025-10-01	October	26.5	1	Jacket	Outerwear	Red	No	In-store	Cardiff	4	3	NA
6177	Josephine	NA	NA	19	18-24	Non-binary	2025-11-07	November	45.98	1	Jeans	Bottoms	Grey	No	Website	Liverpool	3	3	Yes
6178	Owen	NA	NA	22	18-24	Male	2025-09-09	September	83.69	1	Joggers	Bottoms	Brown	Yes	In-store	Liverpool	3	3	NA
6179	Shaun	NA	NA	36	35-44	Female	2025-06-13	June	33.42	1	Trousers	Bottoms	Brown	No	In-store	Glasgow	3	4	Yes
6180	Adrian	NA	NA	24	18-24	Male	2025-02-27	February	81.86	1	Trousers	Bottoms	Black	No	In-store	Bath	3	3	Yes
6181	Owen	NA	NA	51	45-54	Male	2025-09-13	September	99.27	1	Sneakers	Footwear	Beige	No	Website	Liverpool	5	4	NA
6182	Gregory	NA	NA	33	25-34	Female	2025-08-06	August	85.67	1	Coat	Outerwear	Blue	Yes	Website	London	4	1	NA
6183	Douglas	NA	NA	57	55-64	Female	2025-06-22	June	66.3	1	Jewellery	Accessories	Black	Yes	In-store	Liverpool	3	4	Yes
6184	Jayne	NA	NA	49	45-54	Female	2025-05-25	May	59.07	1	Jewellery	Accessories	Black	No	In-store	Brighton	5	4	No
6185	Gary	NA	NA	36	35-44	Female	2025-07-09	July	58.48	3	Trainers	Footwear	Black	No	Website	Glasgow	3	5	Yes
6186	Daniel	NA	NA	47	45-54	Female	2025-08-20	August	32.03	1	Shirt	Tops	Grey	No	App	Birmingham	3	4	NA
6187	Andrew	NA	NA	18	18-24	Female	2025-02-07	February	22.8	1	Trousers	Bottoms	Black	No	Website	Brighton	4	4	Yes
6188	Jodie	NA	NA	22	18-24	Other	2025-12-13	December	26.39	1	Trousers	Bottoms	Grey	No	Website	Brighton	5	3	Yes
6189	Pamela	NA	NA	40	35-44	Genderfluid	2025-12-14	December	91.54	1	Trainers	Footwear	Beige	Yes	App	London	5	5	NA
6190	Alexandra	NA	NA	38	35-44	Male	2025-03-16	March	84.16	1	Coat	Outerwear	Black	No	In-store	Birmingham	3	5	NA
6191	Carolyn	NA	NA	36	35-44	Female	2025-11-05	November	91.75	1	Jewellery	Accessories	Black	No	In-store	London	5	3	NA
6192	Russell	NA	NA	27	25-34	Female	2025-02-01	February	94.34	1	Sneakers	Footwear	Beige	No	In-store	London	4	5	Yes
6193	Sally	NA	NA	21	18-24	Male	2025-09-28	September	96.11	1	Tshirt	Tops	Beige	No	In-store	Liverpool	4	3	Yes
6194	Charlie	NA	NA	29	25-34	Other	2025-01-15	January	82.62	1	Jacket	Outerwear	Black	No	In-store	Bath	5	3	NA
6195	Melanie	NA	NA	23	18-24	Non-binary	2025-06-15	June	99.09	1	Trousers	Bottoms	Blue	No	Website	London	5	5	Yes
6196	Helen	NA	NA	41	35-44	Male	2025-07-25	July	34.64	1	Tshirt	Tops	Black	No	Website	Liverpool	5	3	NA
6197	Christian	NA	NA	43	35-44	Non-binary	2025-03-24	March	52.87	1	Jeans	Bottoms	Purple	No	In-store	London	5	1	NA
6198	Maurice	NA	NA	26	25-34	Female	2025-10-10	October	37.65	1	Trainers	Footwear	Brown	Yes	App	Cardiff	4	4	Yes
6199	Linda	NA	NA	25	25-34	Male	2025-05-09	May	51.78	1	Trousers	Bottoms	Brown	No	App	Bath	4	2	NA
6200	Robert	NA	NA	21	18-24	Male	2025-06-22	June	59.49	1	Boots	Footwear	Pink	No	In-store	Bath	3	5	Yes
6201	Edward	NA	NA	18	18-24	Female	2025-07-20	July	30.83	1	Jeans	Bottoms	Black	No	In-store	Brighton	5	3	Yes
6202	Lee	NA	NA	39	35-44	Female	2025-03-31	March	26.59	1	Shirt	Tops	Red	No	In-store	London	5	4	Yes
6203	Darren	NA	NA	19	18-24	Female	2025-07-09	July	76.78	1	Jacket	Outerwear	Black	No	Website	Brighton	3	4	Yes
6204	Kim	NA	NA	32	25-34	Female	2025-09-27	September	22.87	1	Sneakers	Footwear	Brown	No	In-store	Birmingham	3	4	NA
6205	Malcolm	NA	NA	26	25-34	Male	2025-01-04	January	94.31	1	Hat	Accessories	Beige	No	In-store	Liverpool	3	5	Yes
6206	Denis	NA	NA	30	25-34	Male	2025-04-13	April	57.76	1	Boots	Footwear	Brown	No	Website	Cardiff	5	4	Yes
6207	Declan	NA	NA	19	18-24	Female	2025-08-21	August	56.55	1	Joggers	Bottoms	Brown	No	In-store	Brighton	3	4	NA
6208	Abigail	NA	NA	44	35-44	Female	2025-07-17	July	69.63	3	Jacket	Outerwear	Black	No	Website	Bath	3	3	Yes
6209	Anne	NA	NA	36	35-44	Female	2025-02-19	February	20.89	1	Trainers	Footwear	Black	No	In-store	London	3	2	Yes
6210	Carolyn	NA	NA	31	25-34	Other	2025-04-22	April	66.36	1	Hat	Accessories	Black	No	Website	Liverpool	5	4	Yes
6211	Louis	NA	NA	34	25-34	Female	2025-11-23	November	71.63	3	Polo	Tops	Blue	No	Website	Brighton	4	4	NA
6212	Karen	NA	NA	25	25-34	Non-binary	2025-06-20	June	39.12	1	Jeans	Bottoms	Brown	No	App	London	4	4	NA
6213	Frances	NA	NA	18	18-24	Female	2025-03-11	March	60.47	1	Coat	Outerwear	Blue	No	In-store	Nottingham	5	3	Yes
6214	Joseph	NA	NA	18	18-24	Female	2025-07-18	July	69.21	1	Jewellery	Accessories	Blue	No	In-store	Birmingham	4	4	NA
6215	Rosie	NA	NA	18	18-24	Male	2025-02-07	February	47.02	1	Polo	Tops	Black	Yes	In-store	London	3	5	Yes
6216	Rhys	NA	NA	27	25-34	Female	2025-01-05	January	92.41	2	Jewellery	Accessories	Beige	No	Website	Cardiff	2	4	NA
6217	Glenn	NA	NA	23	18-24	Female	2025-02-03	February	28.91	1	Trousers	Bottoms	Black	No	In-store	Glasgow	4	3	NA
6218	Lorraine	NA	NA	18	18-24	Female	2025-03-21	March	50.39	2	Polo	Tops	Grey	No	Website	Cardiff	4	4	Yes
6219	Mathew	NA	NA	27	25-34	Male	2025-06-04	June	40.47	1	Boots	Footwear	Purple	No	In-store	London	4	3	No
6220	Donna	NA	NA	41	35-44	Female	2025-02-07	February	25.66	1	Shirt	Tops	Black	No	In-store	London	4	4	NA
6221	Brett	NA	NA	31	25-34	Female	2025-03-05	March	70.87	1	Jeans	Bottoms	White	No	In-store	Nottingham	3	2	Yes
6222	Maurice	NA	NA	29	25-34	Female	2025-03-24	March	21.48	1	Joggers	Bottoms	Beige	No	In-store	Bath	3	3	Yes
6223	William	NA	NA	38	35-44	Non-binary	2025-10-20	October	76.09	1	Hat	Accessories	Black	No	In-store	Cardiff	4	5	Yes
6224	Jason	NA	NA	33	25-34	Female	2025-04-02	April	47.02	1	Sneakers	Footwear	White	No	In-store	Cardiff	5	5	Yes
6225	Gerald	NA	NA	38	35-44	Female	2025-07-08	July	80.55	1	Sneakers	Footwear	White	Yes	In-store	Glasgow	4	3	NA
6226	Sandra	NA	NA	18	18-24	Male	2025-07-06	July	80.81	3	Boots	Footwear	Black	No	Website	Liverpool	5	5	No
6227	Kerry	NA	NA	32	25-34	Female	2025-01-06	January	68.64	1	Jacket	Outerwear	Green	Yes	Website	Birmingham	4	4	NA
6228	Charlotte	NA	NA	23	18-24	Female	2025-01-29	January	31.28	2	Shirt	Tops	Black	No	In-store	Cardiff	5	5	NA
6229	Angela	NA	NA	33	25-34	Non-binary	2025-12-29	December	32.25	1	Jacket	Outerwear	Brown	No	Website	Bath	4	5	NA
6230	Michael	NA	NA	32	25-34	Female	2025-12-15	December	67.45	3	Trainers	Footwear	Brown	No	Website	Bath	4	5	Yes
6231	Brian	NA	NA	29	25-34	Female	2025-07-20	July	93.65	1	Trousers	Bottoms	Brown	Yes	In-store	Liverpool	4	5	NA
6232	Melanie	NA	NA	30	25-34	Female	2025-03-09	March	67.68	1	Shirt	Tops	Black	No	In-store	Bath	3	3	NA
6233	Philip	NA	NA	39	35-44	Female	2025-08-20	August	47.25	1	Boots	Footwear	Black	No	In-store	Bath	4	2	Yes
6234	James	NA	NA	38	35-44	Male	2025-11-20	November	82.06	1	Trousers	Bottoms	Black	No	In-store	Liverpool	2	5	NA
6235	Abdul	NA	NA	19	18-24	Female	2025-05-27	May	84.12	1	Shirt	Tops	White	No	In-store	London	4	4	Yes
6236	Susan	NA	NA	44	35-44	Female	2025-08-17	August	65.76	1	Tshirt	Tops	Brown	No	Website	Brighton	2	5	Yes
6237	Brett	NA	NA	29	25-34	Female	2025-12-10	December	64.39	1	Trainers	Footwear	Grey	No	In-store	Birmingham	5	4	NA
6238	Ann	NA	NA	25	25-34	Male	2025-07-27	July	43.51	1	Sneakers	Footwear	White	No	Website	Liverpool	5	5	Yes
6239	Jessica	NA	NA	24	18-24	Male	2025-10-30	October	47.67	1	Trousers	Bottoms	Purple	Yes	In-store	Brighton	3	3	Yes
6240	Angela	NA	NA	27	25-34	Female	2025-05-20	May	75.01	1	Shirt	Tops	Brown	No	Website	Bath	3	4	Yes
6241	Paula	NA	NA	20	18-24	Female	2025-08-26	August	44.46	3	Shirt	Tops	Green	No	In-store	London	3	3	No
6242	Stephen	NA	NA	33	25-34	Female	2025-09-20	September	39.71	1	Jeans	Bottoms	Black	No	In-store	Nottingham	4	5	NA
6243	Kelly	NA	NA	34	25-34	Female	2025-12-21	December	66.65	1	Joggers	Bottoms	Red	No	In-store	Brighton	3	5	NA
6244	Ronald	NA	NA	22	18-24	Female	2025-11-14	November	91.22	1	Boots	Footwear	Black	No	In-store	Birmingham	3	3	NA
6245	Grace	NA	NA	36	35-44	Genderfluid	2025-09-07	September	57.16	1	Jacket	Outerwear	Brown	No	App	Liverpool	4	5	NA
6246	Mohammad	NA	NA	25	25-34	Female	2025-09-05	September	32.89	2	Coat	Outerwear	Black	Yes	Website	London	4	4	NA
6247	Graham	NA	NA	18	18-24	Female	2025-10-27	October	87.98	1	Jeans	Bottoms	Brown	No	Website	Birmingham	4	5	NA
6248	Dale	NA	NA	40	35-44	Female	2025-11-19	November	50.02	1	Sneakers	Footwear	Black	No	In-store	Bath	5	4	NA
6249	Josephine	NA	NA	18	18-24	Female	2025-01-19	January	47.52	1	Jacket	Outerwear	Brown	No	Website	London	4	4	Yes
6250	Joanna	NA	NA	27	25-34	Female	2025-02-18	February	88.69	1	Jewellery	Accessories	Brown	Yes	Website	London	4	4	NA
6251	Natalie	NA	NA	39	35-44	Non-binary	2025-07-22	July	23.65	1	Boots	Footwear	White	Yes	In-store	London	4	5	NA
6252	Ian	NA	NA	36	35-44	Male	2025-03-12	March	33.77	2	Boots	Footwear	Black	No	App	London	5	4	Yes
